standort_id,patch_idx,patch_row,patch_col,patch_x_mm,patch_y_mm,patch_size_px,valid_ratio,roughness_index,var_Nz,surface_entropy_Nz,albedo_variance,skewness_Nz,kurtosis_Nz,edge_mean,edge_std,edge_p95,edge_density_global,std_Nx,std_Ny,albedo_mean,mean_deviation_deg
S001,16,2,2,100,100,193,0.9492603828290692,0.39235992046444845,0.00657987967133522,2.619390249925822,0.0932827740907669,-1.7453038692474365,4.039486885070801,0.31063857674598694,0.25040289759635925,0.8003934621810913,0.11459600101812834,0.2762231230735779,0.27865228056907654,0.8834562301635742,21.254392623901367
S001,17,2,3,150,100,193,0.9760798947622755,0.4014296448595918,0.006393501069396734,2.6562263932896366,0.1054690033197403,-1.3884286880493164,2.0835375785827637,0.3120535910129547,0.2339412122964859,0.7716445922851562,0.11521535838054899,0.3034193813800812,0.26283538341522217,0.9398507475852966,21.721025466918945
S001,18,2,4,200,100,193,0.9829257161266074,0.38912917684424175,0.006119904574006796,2.606547809834585,0.08000985532999039,-1.5722514390945435,3.0849227905273438,0.3053551912307739,0.23492518067359924,0.7701199650764465,0.10976975391254472,0.28568100929260254,0.2642118036746979,0.8958315849304199,21.102718353271484
S001,19,2,5,250,100,193,0.9666568230019598,0.36382711292949527,0.004900822881609201,2.473132948469407,0.06707864254713058,-1.7065471410751343,3.611675262451172,0.28352415561676025,0.22374945878982544,0.7266987562179565,0.09198211458882995,0.2616458237171173,0.25280749797821045,0.8499329090118408,19.595300674438477
S001,20,2,6,300,100,193,0.8423313377540337,0.3262517618906901,0.004020663909614086,2.285338943140378,0.026990754529833794,-2.2457919120788574,7.321181297302246,0.23716749250888824,0.20562699437141418,0.646411657333374,0.06351988781234064,0.2215212732553482,0.23951730132102966,0.7434096932411194,17.67555046081543
S001,21,3,0,0,150,193,0.6880990093693791,,,,,,,,,,,,,,
S001,22,3,1,50,150,193,0.9090982308249886,0.39804830264037677,0.007827259600162506,2.7068082793521997,0.07947328686714172,-1.6827279329299927,3.707036018371582,0.3254415988922119,0.25889840722084045,0.8343602418899536,0.13067359655080765,0.2692811191082001,0.29313841462135315,0.8613234162330627,22.391239166259766
S001,23,3,2,100,150,193,0.9855298128808827,0.3853072565793974,0.005627360660582781,2.5715826738148615,0.10976014286279678,-1.6329896450042725,3.4969873428344727,0.2935435175895691,0.22371725738048553,0.7298603057861328,0.09681285753200762,0.27531519532203674,0.26956117153167725,0.9494794607162476,20.75958824157715
S001,24,3,3,150,150,193,0.9857445837472147,0.4043927219872151,0.006084469147026539,2.664399484907347,0.12394508719444275,-1.2959545850753784,1.6776361465454102,0.31351980566978455,0.2283516377210617,0.7633841037750244,0.11449425349964595,0.28505939245224,0.28683552145957947,0.972455620765686,21.96844482421875
S001,25,3,4,200,150,193,0.9892077639668179,0.39898821285599456,0.00622921995818615,2.649892626935553,0.10992131382226944,-1.359314203262329,1.8964600563049316,0.31154581904411316,0.2357104867696762,0.7775875329971313,0.11645452818411269,0.2804049849510193,0.2838391065597534,0.9630566835403442,21.672382354736328
S001,26,3,5,250,150,193,0.9842948803994738,0.382833963897969,0.005958505440503359,2.5908494032963807,0.08134113252162933,-1.6552858352661133,3.57265567779541,0.303838312625885,0.2320055216550827,0.7620817422866821,0.10544403229325769,0.2725103199481964,0.268886536359787,0.911846935749054,20.925416946411133
S001,27,3,6,300,150,193,0.9402131600848345,0.3476339992143819,0.004640599712729454,2.418472358370839,0.060697492212057114,-1.953552484512329,5.584506034851074,0.2632746994495392,0.2170313000679016,0.6903018951416016,0.07869339272457312,0.23765027523040771,0.2537158727645874,0.8480842709541321,19.08286476135254
S001,28,4,0,0,200,193,0.6712394963623185,,,,,,,,,,,,,,
S001,29,4,1,50,200,193,0.9175548336868103,0.3667019018502381,0.006193600594997406,2.509644652685688,0.08531605452299118,-2.068262815475464,5.774347305297852,0.287259578704834,0.24297314882278442,0.7763716578483582,0.09863069810989525,0.25299081206321716,0.2654542028903961,0.8880212306976318,19.936769485473633
S001,30,4,2,100,200,193,0.9712207039115144,0.38038926354735214,0.005673463921993971,2.55240661901436,0.10033857822418213,-1.5727219581604004,2.850803852081299,0.2874535024166107,0.22583803534507751,0.738169252872467,0.0991790364043453,0.2700415253639221,0.2679058909416199,0.9348194003105164,20.41155433654785
S001,31,4,3,150,200,193,0.9881607559934494,0.40837534574984685,0.006251128856092691,2.6863361257255303,0.10915777832269669,-1.2816808223724365,1.739598274230957,0.3145986795425415,0.23028157651424408,0.7703406810760498,0.11619756574657683,0.2951972782611847,0.2821860909461975,0.9538866877555847,22.300609588623047
